Id,forecasts
s1h1,249483.28543599104
s1h2,226805.56542611227
s1h3,215142.12623723547
s1h4,228892.9948606199
s1h5,225967.54380018523
s1h6,234511.30707030706
s1h7,261037.53520193943
s1h8,243942.6646526583
s1h9,222373.06943742256
s1h10,221923.49353758013
s1h11,219165.97426632344
s1h12,219780.0732988207
s1h13,229898.66464530298
s1h14,266774.5949562912
s1h15,248898.50845795602
s1h16,229582.46429193576
s1h17,219408.5645664836
s1h18,214218.8632432352
s1h19,208286.34815239385
s1h20,217284.26027413263
s1h21,252317.37794265887
s2h1,377530.65036372055
s2h2,317798.8680593227
s2h3,314677.27677171724
s2h4,314393.8563148912
s2h5,327166.56058384373
s2h6,336484.69356235507
s2h7,365415.19250921917
s2h8,333858.92246181326
s2h9,309401.65783703135
s2h10,318454.98756426154
s2h11,314810.09930665075
s2h12,313286.82197306363
s2h13,334405.21999027795
s2h14,385730.96553386806
s2h15,375049.07694862044
s2h16,363992.7881656447
s2h17,335627.1809873928
s2h18,303720.32794163993
s2h19,272289.47220982186
s2h20,295747.7468108573
s2h21,337297.9773812334
s3h1,2726.0030932455006
s3h2,2646.8240477984414
s3h3,2633.5243913516515
s3h4,2688.6936260252965
s3h5,2895.238282121679
s3h6,2859.7516196332363
s3h7,2741.1149784980566
s3h8,2680.548271372424
s3h9,2666.604322214023
s3h10,2639.5163107609483
s3h11,2571.333018581067
s3h12,2656.083871994012
s3h13,2683.1516111408614
s3h14,2556.2049878080697
s3h15,2642.5036314112767
s3h16,2645.032578352756
s3h17,2587.770174422247
s3h18,2588.3575943871388
s3h19,2655.941101181734
s3h20,2628.1027106758074
s3h21,2594.1893209291725
s4h1,3461.1099706741493
s4h2,3321.7779790493955
s4h3,3186.873375090327
s4h4,3159.1972534270444
s4h5,3515.2559305211917
s4h6,3546.0311807469334
s4h7,3376.6553380502564
s4h8,3323.043580637634
s4h9,3273.802854613526
s4h10,3188.233676556013
s4h11,3177.2218165893282
s4h12,3258.814681956483
s4h13,3269.547573915975
s4h14,3155.312031388759
s4h15,3227.430951468637
s4h16,3233.586280792772
s4h17,3156.377878551814
s4h18,3099.2783857442423
s4h19,3152.1675804836063
s4h20,3207.9799355389346
s4h21,3119.471762226243
s5h1,95785.17878527846
s5h2,91888.84345485366
s5h3,89040.91759963323
s5h4,89232.65401012111
s5h5,79829.37121419022
s5h6,68309.09415904843
s5h7,81649.12912971582
s5h8,95357.54468596293
s5h9,90516.70159265852
s5h10,88323.69386989645
s5h11,89057.46999000298
s5h12,73051.46783162233
s5h13,62142.40946383495
s5h14,76104.676466827
s5h15,92424.29045872312
s5h16,89407.22870685694
s5h17,88380.39033363792
s5h18,87901.41209140778
s5h19,75020.44377994654
s5h20,64028.92588134604
s5h21,73099.98610973381
s6h1,113616.45665079
s6h2,110884.49389454734
s6h3,111290.90187630279
s6h4,114345.3630701922
s6h5,101231.13887460351
s6h6,85801.74556102068
s6h7,101018.3960306261
s6h8,120106.65702867511
s6h9,113242.41586512438
s6h10,113202.85862613046
s6h11,113878.32803872616
s6h12,100245.56862884702
s6h13,81325.78089157883
s6h14,96291.00349414287
s6h15,116994.71910003547
s6h16,111449.16391145876
s6h17,111469.49982862808
s6h18,109237.37586453916
s6h19,94787.55161490505
s6h20,82620.00332254544
s6h21,92897.3352216608
s7h1,129567.27078900544
s7h2,122275.49724484168
s7h3,106459.37347943557
s7h4,106380.67989899009
s7h5,115150.24447923941
s7h6,137093.0651369002
s7h7,149618.930336605
s7h8,129727.24834004571
s7h9,118742.49757006581
s7h10,107046.16657476901
s7h11,103176.4597856191
s7h12,114920.24359681927
s7h13,147061.45845975977
s7h14,151584.58218937888
s7h15,130459.03106412062
s7h16,115327.6355602935
s7h17,105898.82108243526
s7h18,102566.99892730953
s7h19,112749.30854329589
s7h20,132764.10002955626
s7h21,139171.62523679694
s8h1,208925.62457258464
s8h2,186161.1719027273
s8h3,161934.4168768079
s8h4,172246.08060753383
s8h5,182329.96523610712
s8h6,200960.7016867051
s8h7,232264.92310829528
s8h8,183789.52819021215
s8h9,178758.45044630114
s8h10,196385.94159992746
s8h11,171123.88753857574
s8h12,180531.25287796924
s8h13,221774.0382856832
s8h14,231708.5668307971
s8h15,183115.6120174631
s8h16,189862.3978492535
s8h17,184561.01805660463
s8h18,161341.98094030423
s8h19,169733.15817320478
s8h20,195598.60061754868
s8h21,217809.7952199403
s9h1,177511.2974344749
s9h2,174775.82907230064
s9h3,173146.8973323298
s9h4,167927.85268162884
s9h5,160053.36423642954
s9h6,165835.82862957448
s9h7,171836.85063832407
s9h8,165694.054490739
s9h9,164677.17423749308
s9h10,167974.70292513902
s9h11,164617.3493063055
s9h12,155674.36059164008
s9h13,153015.47335908108
s9h14,159310.3458910904
s9h15,158983.35578520433
s9h16,159649.06560786348
s9h17,165690.21269547543
s9h18,158456.6802220158
s9h19,152710.4146407271
s9h20,152926.8569621998
s9h21,154336.14178379488
s10h1,80314.89488935903
s10h2,69739.92038378771
s10h3,71255.85639564124
s10h4,70941.24956948342
s10h5,67888.7381081996
s10h6,61981.56837943688
s10h7,64234.023167894506
s10h8,69839.14815055976
s10h9,67033.63203286278
s10h10,64742.05979845673
s10h11,64307.13367717932
s10h12,60328.73899451751
s10h13,56947.26126913242
s10h14,59337.57172621675
s10h15,64050.76563810527
s10h16,62981.29967699748
s10h17,61536.104191169274
s10h18,60315.37259576572
s10h19,58853.802922565774
s10h20,55677.139355581756
s10h21,58482.326792730644
s11h1,24669.500240649144
s11h2,25795.91377794468
s11h3,25413.33847366134
s11h4,24918.889100680055
s11h5,25065.766721907486
