,0
1,7.474133984403535
2,8.352583240036823
3,8.227863511462706
4,7.746947953757771
5,8.22358451594877
6,8.533718840609327
7,12.734299007697034
8,10.926359281383712
9,9.379459521839264
10,3.6877466748683023
11,6.9991748059088925
12,6.291123389676743
13,4.964611774237221
14,5.177434313908232
15,6.720926781026228
16,6.462531527760446
17,7.77634796509207
18,9.182250327055472
19,67.26166801154082
20,88.47900997190314
21,12.805902090860467
22,6.522530146041441
23,9.777127007005912
24,4.778622013777658
25,8.964600871419005
26,4.496008100884975
27,9.437368930815445
28,9.3387110895973
29,9.466737306693197
30,9.476468984246601
31,9.094820316312184
32,14.521368452685783
33,15.016464670757305
34,17.414636813027943
35,11.907778711668866
36,22.602680904494992
37,5.3875016030561165
38,10.723901937209694
39,17.296839276364164
40,21.846781586750183
41,14.933656987803104
42,16.782173385908013
43,24.190654065111413
44,20.641943828221695
45,18.69677400643413
46,18.43755165034015
47,10.583692935257679
48,9.547786297245844
49,8.319062500792059
50,5.080006938665293
51,11.244741161873003
52,6.994065343696109
53,9.020706419084487
54,6.417611080414827
55,5.015016152692603
56,7.004121301298856
57,7.219943774849997
58,5.459297074131627
59,18.192446396815193
60,13.50334397058236
61,4.7592492524433725
62,6.07491642047172
63,6.9139509862255055
64,2.840755748285328
65,8.017057788325797
66,4.604010679285547
67,22.69073290035399
68,23.945886781765374
69,4.31488033943045
70,10.676016566112544
71,7.128248464607728
72,7.127965267138774
