,0
1,9.163016310561598
2,7.4986004426170565
3,8.221033648209938
4,8.123630059945599
5,7.696574407279097
6,6.611483468707794
7,12.119246984483816
8,12.837151958836433
9,6.700812199812554
10,6.147938312369865
11,7.8561353728306145
12,15.953509343344905
13,5.783473746732549
14,6.061487203277033
15,5.760182346552861
16,5.608201250870349
17,9.158044234217165
18,7.097443018967947
19,62.80578496893904
20,87.42285996961954
21,14.415826977299185
22,7.912085119352182
23,7.346757292718048
24,6.330739106333729
25,11.04846297649247
26,6.669420140072859
27,9.76030967955387
28,11.327379931480866
29,5.430876804442446
30,7.604287173229812
31,13.223642134045797
32,20.206223864452465
33,15.931522166783257
34,19.363868919635102
35,22.501619762255995
36,31.448470615901194
37,7.921526624962721
38,9.756588780461431
39,20.263119457595373
40,23.440901770463956
41,39.894621802362714
42,39.36054813394869
43,34.717547773205226
44,43.3753423000638
45,41.03307251417542
46,41.11567344124722
47,25.252078947767156
48,23.60415352948814
49,8.826030670832694
50,5.8616378028836404
51,21.52954638240489
52,16.0637871193219
53,8.57883439389885
54,6.851057511653975
55,9.949177849900456
56,6.899291525773399
57,9.008477797779475
58,6.799874218823897
59,10.68903379131841
60,11.588136846203568
61,7.326023393340039
62,6.458470007401492
63,6.919381299424772
64,3.3613584586886827
65,4.9656212038956165
66,6.091983941449488
67,11.705682739434424
68,12.35485052848225
69,3.0343835233471563
70,7.751050064335967
71,7.300271717203295
72,17.502164096963764
