,0
0,9.48515499482942
1,9.021153360495672
2,9.077050680671112
3,8.493605665629238
4,13.923534476457185
5,11.778121253517918
6,19.181245712714706
7,19.16614137637949
8,24.449712694401796
9,8.658908007743307
10,25.96772059041952
11,29.78471354708287
12,9.387342249487956
13,9.801807833305611
14,12.059231980396572
15,13.497980391726315
16,10.83508567990599
17,10.113913131187655
18,62.551483517334226
19,78.11572971981482
20,13.745333379298588
21,14.418955595667219
22,14.028465213639631
23,10.898587062352348
24,11.762220618287444
25,7.839932493832693
26,10.85305147328165
27,12.045473155618438
28,15.250709755325847
29,18.173628357650433
30,22.923499894509273
31,25.756540611670683
32,12.514591205009749
33,19.980662565735468
34,33.35951096955554
35,44.81623674226434
36,8.26444388096453
37,9.87119108686434
38,17.022316433621494
39,25.131696779810806
40,23.52668365191186
41,25.548565016733107
42,43.88898459150403
43,41.33928168377131
44,25.42229740574144
45,29.00928494193563
46,29.627232941489154
47,27.92077749729229
48,6.656949856321943
49,4.349434804220451
50,37.409694909128795
51,34.96128605331011
52,18.26818051549426
53,20.341425728314434
54,10.23863543975605
55,11.070904233195176
56,7.982207072681681
57,13.678324786978612
58,13.486461162382772
59,20.913668968564178
60,9.280216735857575
61,35.080566729808474
62,10.781022840615243
63,24.89437920560729
64,10.060593555829719
65,10.637568398580079
66,46.890981052589964
67,48.47443667712747
68,4.259465399220324
69,8.65734375770103
70,19.252766827664814
71,28.51852182020702
