,0
1,10.833028721996564
2,9.290590547918606
3,15.755586153230249
4,12.735016574831901
5,6.3782615099797315
6,12.284038492690767
7,12.77577263583289
8,11.889281762313486
9,8.468334855373909
10,2.2754889726176293
11,9.869746914569264
12,12.126635959594534
13,6.803683144010381
14,6.442578701744113
15,7.800300341350041
16,6.7737015823294495
17,7.3438517083473664
18,6.738274730607444
19,66.51586673907569
20,79.81170767367286
21,10.398302583325973
22,4.262198752213026
23,8.00983025602408
24,6.064189538472608
25,10.456483885590584
26,5.761626442361324
27,10.867895406118686
28,15.34207222368299
29,10.084920150416776
30,9.81160321638448
31,12.807422508899348
32,12.613501615974807
33,13.188662524172356
34,14.617054319410709
35,14.53151023634097
36,25.97691194725722
37,8.485281620785626
38,10.24733951632452
39,12.175112294309388
40,14.541462346501351
41,14.603387794703501
42,16.11589618443241
43,23.474352244071323
44,14.731957922930782
45,16.12583701219157
46,16.245101693773794
47,10.42622606673169
48,8.861635230083794
49,8.27815972869395
50,2.930723115009365
51,7.530560103284984
52,7.0806975958302605
53,8.09351627253633
54,7.3136553839553535
55,6.05523549271552
56,5.575607489720779
57,8.07017364338039
58,3.6638433536075192
59,16.711606334592148
60,14.459027279944046
61,5.357593856179453
62,14.689871140579521
63,7.978621057631475
64,4.1884657435498545
65,4.236044918659156
66,4.999244412902669
67,17.6772691475621
68,18.153846356422335
69,3.474470630133409
70,8.178470680212977
71,6.621300853538988
72,13.09788731111928
