,0
1,8.39909330326525
2,7.982875424745884
3,8.980738140156786
4,7.550757816549115
5,8.07770989967099
6,8.020537480434566
7,11.918520060688461
8,10.087562881150548
9,10.80811835511143
10,4.018482194802592
11,7.3903480491603935
12,9.399264647418162
13,5.689886964667531
14,4.933561081650843
15,6.98536327598374
16,4.630183311771603
17,10.58235927447739
18,6.86070192907403
19,71.4435903884814
20,93.73024247456414
21,15.219598218948232
22,6.792617530956421
23,9.823105289393261
24,5.12392148105567
25,10.386730031265587
26,5.954326380905865
27,8.153340037298692
28,9.73211969214136
29,7.420936562308452
30,9.943750718112362
31,15.35028257757494
32,19.49018180571856
33,14.289008324151302
34,19.30329371604369
35,14.061692351525004
36,33.346076975857336
37,6.0499887587819225
38,10.265584790080464
39,16.03977912266517
40,21.56653913186101
41,15.592301726267022
42,19.67982079387185
43,20.29937308883568
44,21.392899721420473
45,18.368805144504122
46,22.59602385822821
47,10.10979342549965
48,7.98879246853293
49,6.401111141316403
50,5.306272575750691
51,13.847622441583518
52,10.066078316877112
53,8.068692905208861
54,5.941274312350011
55,6.3794278735302425
56,5.146143825153097
57,7.400403284115191
58,6.557483160361632
59,19.27885660708637
60,12.399848742475765
61,4.957921119966667
62,8.5750559035585
63,7.570382081872173
64,3.476130111543444
65,5.285439697468834
66,4.435994329378066
67,19.906650053595687
68,19.898878523532357
69,3.3872788849004523
70,5.409100065023097
71,3.005807972653875
72,14.675906027067645
