Id,forecasts
s1h1,259640
s1h2,255898
s1h3,242487
s1h4,267672
s1h5,259646
s1h6,246816
s1h7,280688
s1h8,259640
s1h9,255898
s1h10,242487
s1h11,267672
s1h12,259646
s1h13,246816
s1h14,280688
s1h15,259640
s1h16,255898
s1h17,242487
s1h18,267672
s1h19,259646
s1h20,246816
s1h21,280688
s2h1,337712
s2h2,326211
s2h3,322420
s2h4,372205
s2h5,370128
s2h6,364696
s2h7,455232
s2h8,337712
s2h9,326211
s2h10,322420
s2h11,372205
s2h12,370128
s2h13,364696
s2h14,455232
s2h15,337712
s2h16,326211
s2h17,322420
s2h18,372205
s2h19,370128
s2h20,364696
s2h21,455232
s3h1,3039
s3h2,2509
s3h3,2815
s3h4,2458
s3h5,3280
s3h6,2871
s3h7,2455
s3h8,3039
s3h9,2509
s3h10,2815
s3h11,2458
s3h12,3280
s3h13,2871
s3h14,2455
s3h15,3039
s3h16,2509
s3h17,2815
s3h18,2458
s3h19,3280
s3h20,2871
s3h21,2455
s4h1,3701
s4h2,3045
s4h3,3281
s4h4,2834
s4h5,3841
s4h6,3714
s4h7,3270
s4h8,3701
s4h9,3045
s4h10,3281
s4h11,2834
s4h12,3841
s4h13,3714
s4h14,3270
s4h15,3701
s4h16,3045
s4h17,3281
s4h18,2834
s4h19,3841
s4h20,3714
s4h21,3270
s5h1,106704
s5h2,106004
s5h3,97889
s5h4,92053
s5h5,86636
s5h6,72553
s5h7,86211
s5h8,106704
s5h9,106004
s5h10,97889
s5h11,92053
s5h12,86636
s5h13,72553
s5h14,86211
s5h15,106704
s5h16,106004
s5h17,97889
s5h18,92053
s5h19,86636
s5h20,72553
s5h21,86211
s6h1,116707
s6h2,115988
s6h3,125805
s6h4,118523
s6h5,115861
s6h6,92918
s6h7,99660
s6h8,116707
s6h9,115988
s6h10,125805
s6h11,118523
s6h12,115861
s6h13,92918
s6h14,99660
s6h15,116707
s6h16,115988
s6h17,125805
s6h18,118523
s6h19,115861
s6h20,92918
s6h21,99660
s7h1,131761
s7h2,133340
s7h3,111503
s7h4,139715
s7h5,127651
s7h6,154269
s7h7,165089
s7h8,131761
s7h9,133340
s7h10,111503
s7h11,139715
s7h12,127651
s7h13,154269
s7h14,165089
s7h15,131761
s7h16,133340
s7h17,111503
s7h18,139715
s7h19,127651
s7h20,154269
s7h21,165089
s8h1,185513
s8h2,199561
s8h3,166141
s8h4,183424
s8h5,217786
s8h6,230646
s8h7,274009
s8h8,185513
s8h9,199561
s8h10,166141
s8h11,183424
s8h12,217786
s8h13,230646
s8h14,274009
s8h15,185513
s8h16,199561
s8h17,166141
s8h18,183424
s8h19,217786
s8h20,230646
s8h21,274009
s9h1,181807
s9h2,169825
s9h3,160374
s9h4,166445
s9h5,167619
s9h6,167486
s9h7,186234
s9h8,181807
s9h9,169825
s9h10,160374
s9h11,166445
s9h12,167619
s9h13,167486
s9h14,186234
s9h15,181807
s9h16,169825
s9h17,160374
s9h18,166445
s9h19,167619
s9h20,167486
s9h21,186234
