Id,forecasts
s1h1,254641.41321467422
s1h2,228891.41908276707
s1h3,228463.02618990393
s1h4,249405.86716198403
s1h5,256895.27119467786
s1h6,254427.14634560279
s1h7,289012.7541428774
s1h8,257384.02664043294
s1h9,229418.6744876885
s1h10,233834.8606431138
s1h11,244440.41670011464
s1h12,245705.9764044168
s1h13,256234.64222481876
s1h14,302912.81758501724
s1h15,266147.3567221819
s1h16,238500.1913777497
s1h17,239168.27183345484
s1h18,251628.29279752402
s1h19,251659.93364697383
s1h20,262170.4960651491
s1h21,305960.8762588707
s2h1,347140.6724932305
s2h2,313677.83488139213
s2h3,324160.63370809524
s2h4,340998.58131988416
s2h5,344251.1376394043
s2h6,358065.9674459587
s2h7,375326.59614203335
s2h8,342699.2219914149
s2h9,314897.3837162567
s2h10,330752.05214637384
s2h11,328513.078590068
s2h12,333071.4850334806
s2h13,363035.6511892561
s2h14,437380.37056239235
s2h15,368590.46856281353
s2h16,342975.6634583362
s2h17,326239.827238163
s2h18,339985.65497281135
s2h19,342480.4114467
s2h20,353648.6295879625
s2h21,420910.68546563457
s3h1,2848.725231506412
s3h2,2812.35851514006
s3h3,2700.3155223263047
s3h4,2797.538742299301
s3h5,3054.855309992383
s3h6,2991.720970450241
s3h7,2783.7941870836416
s3h8,2809.6337953819448
s3h9,2938.961173869999
s3h10,2805.187802957009
s3h11,2819.192172297143
s3h12,2961.146721837065
s3h13,2982.9600168900834
s3h14,2798.049965691428
s3h15,2897.8219675075684
s3h16,2853.159223777914
s3h17,2906.2530685700726
s3h18,2857.8036481976446
s3h19,2986.9375222288127
s3h20,3129.7367266549813
s3h21,2890.1762150670943
s4h1,3583.554598873119
s4h2,3466.768588302896
s4h3,3205.5602294116597
s4h4,3307.8617950357325
s4h5,3549.338371689857
s4h6,3488.1010020219587
s4h7,3334.076205133179
s4h8,3418.793210124293
s4h9,3414.810749426224
s4h10,3257.3251292439763
s4h11,3326.2027528885314
s4h12,3499.456429042457
s4h13,3624.998602542439
s4h14,3363.9312308861295
s4h15,3473.997419604973
s4h16,3387.2029275977925
s4h17,3378.97719950986
s4h18,3361.242922128109
s4h19,3446.8439020552687
s4h20,3834.6129316026686
s4h21,3603.742661359187
s5h1,107223.85317303178
s5h2,100514.50626286925
s5h3,92910.88845167683
s5h4,95866.88230959538
s5h5,84646.3102534708
s5h6,70433.78887175435
s5h7,80950.99612497826
s5h8,107165.47519419887
s5h9,100387.59117794204
s5h10,94356.37353748588
