,0
1,9.150502085131446
2,12.008678879830436
3,13.435591504984716
4,15.76439748001861
5,7.948993212648764
6,12.858319427358875
7,12.046489433127121
8,10.192374648104733
9,5.712455294518886
10,4.959374892909091
11,11.041651267083427
12,9.411148877378828
13,4.985843672414957
14,6.478284981980943
15,7.038933588886185
16,4.465387160355245
17,3.1981146578806983
18,8.619328082040166
19,122.92341027117818
20,148.68763387331643
21,8.157682668792214
22,5.960651721990213
23,8.63562797658378
24,6.282999173702197
25,8.165822993743555
26,4.181217162198956
27,23.55144050475523
28,23.20771895840914
29,13.561990977499851
30,9.37106573541608
31,8.504176338385625
32,17.214601555863823
33,16.438638732900152
34,14.48931225717101
35,11.557276364260353
36,29.585596039832435
37,5.74202504614249
38,8.393143713520534
39,15.390187447600415
40,19.525311823728593
41,24.850534053169078
42,25.843555511914722
43,33.87096981976025
44,52.02065396140342
45,28.32881423619118
46,29.246150387582052
47,19.608011327747544
48,15.817770073945155
49,11.12118783661403
50,5.84133004482733
51,15.880923486663812
52,16.50239388833216
53,12.452725177617866
54,12.441472756094361
55,6.231674910755541
56,6.921229216775425
57,4.103820342522382
58,6.686619397782829
59,14.532693844679738
60,13.141300686839523
61,9.496049880308057
62,7.4023691458371195
63,8.103251173657712
64,10.614459807128403
65,4.88576201082241
66,5.93329728454735
67,12.041008864554989
68,11.675803678275097
69,2.98725917441343
70,6.57807908548194
71,5.217326968754643
72,11.223956354433328
