,0
1,7.410861827925543
2,7.799066683939172
3,9.41945184374247
4,7.406799667763496
5,7.205358694210396
6,7.4373627633804
7,8.950411344136388
8,13.241454975939858
9,6.700062127598759
10,5.815711272804615
11,13.667957077303102
12,14.985917097127567
13,3.836719212004559
14,5.233489605781529
15,6.183653666898381
16,5.111512985942268
17,10.777105619481643
18,7.79910183424266
19,118.42130115309841
20,124.36929436213059
21,14.823898662192185
22,8.416056960584998
23,13.346977810360869
24,7.248958028327308
25,9.970950018695536
26,6.804400533575266
27,10.25374845310038
28,11.557798594901733
29,5.807079046103332
30,8.170876251964334
31,15.027762673298339
32,20.63256465720838
33,18.33213194182249
34,18.21061397801577
35,19.462325670906232
36,30.829179447107837
37,7.9855812935212045
38,8.450238368606898
39,19.456531868048405
40,23.68802429017573
41,14.601248650607591
42,18.37460209119074
43,25.497979081834124
44,27.124631545211653
45,17.76572659944393
46,21.307197873333262
47,11.839520227252773
48,13.858753774492895
49,3.021396254303089
50,5.201208447692531
51,19.966888721208168
52,13.925912275634621
53,4.58602362616584
54,3.5073999862904937
55,6.255495281533614
56,6.295374284679422
57,8.410303027328627
58,6.7574576641041295
59,11.70763507272107
60,11.900947877737515
61,4.478528504982099
62,8.131570794551688
63,6.427845268714555
64,7.357674611587785
65,6.161705757594861
66,6.646165040932161
67,27.465624920768814
68,27.554362921199203
69,4.958402935489304
70,5.492615749473135
71,6.110039986003216
72,16.749140830218625
