,0
1,8.217188195346084
2,10.308834279789314
3,12.790375887672138
4,11.560133539350078
5,7.821400433899205
6,14.607049530223419
7,12.512768712972143
8,13.230512624112416
9,9.566797738025453
10,4.001658728473642
11,7.604249852313949
12,7.79067444627224
13,4.601789336516913
14,6.021003716564536
15,6.463554240940678
16,5.231215046968953
17,7.088962564643921
18,10.749962668610468
19,54.828667694783995
20,69.26664011727321
21,11.468452675763308
22,13.350806674553874
23,9.527117252352454
24,6.806987921050834
25,12.809815163444702
26,5.296233205557759
27,9.003278963061055
28,14.328757326519897
29,7.4591282641048
30,8.537348621887583
31,12.877740550392481
32,15.804714177735388
33,14.540087825781953
34,15.728251272195662
35,12.884939621487643
36,23.558674091856556
37,6.8320371381893334
38,12.837080385893193
39,17.483580072276702
40,18.047811980481647
41,15.652249623563883
42,16.914495302191877
43,25.60998667932804
44,31.787275637791332
45,19.206632568624592
46,17.3662574953399
47,10.274647856961717
48,9.761593085923572
49,7.372967752314801
50,6.125984440252334
51,13.717141670864697
52,8.239259668455157
53,8.372718947095164
54,6.602797744644883
55,6.135392440189469
56,6.408618521801808
57,6.620074419922183
58,4.469600682958863
59,26.63627496710835
60,17.58261562698039
61,3.114877821643135
62,10.22441427149494
63,6.168697899981389
64,3.1602644498457577
65,5.06551182755719
66,4.5690371571343
67,19.120981404990857
68,19.835196128179945
69,6.100987197780677
70,8.738161744373327
71,5.42191191262385
72,7.50832890591666
