,0
1,8.149700102704276
2,9.201425848903806
3,9.663811415688437
4,8.712847722719037
5,8.307889758395143
6,5.601243850169412
7,10.31671010956077
8,15.303602161593137
9,7.852092004521517
10,9.569145437098529
11,11.657546624312323
12,8.94215945614719
13,6.623855554365189
14,6.62692018357079
15,7.385597187413739
16,5.299752620099917
17,8.0561380850124
18,7.144839671217478
19,70.6541431260904
20,88.50831848258174
21,12.454572463212948
22,7.711393210753969
23,12.080728513626084
24,5.658223927247476
25,12.389906780480183
26,6.925917110547321
27,7.923567113870891
28,11.064764676877108
29,5.475398819196642
30,8.070372911255138
31,11.10212677780348
32,16.990811829440226
33,17.346495878109693
34,20.28412018927259
35,10.999380631750233
36,23.26329013572365
37,10.388804643098739
38,15.174841724852909
39,19.364489968110373
40,20.577876112749887
41,21.57353204697222
42,25.929195521284342
43,19.670706019944877
44,23.10194409874702
45,25.1129719440151
46,29.922422307841916
47,11.263525484363024
48,10.12985566655826
49,5.137346312345138
50,7.533402597476537
51,12.56466487235802
52,8.403230264159136
53,6.035321384575925
54,3.5333441920420614
55,7.269136543185068
56,6.293969393805625
57,11.641026864467914
58,10.222787005226694
59,18.519363784293148
60,14.386292924290032
61,5.496129498689222
62,8.640105863080837
63,6.01282228835668
64,7.044665473726331
65,5.544340019886969
66,6.313097503322677
67,16.43243186901982
68,16.72786047379756
69,3.9527250609774334
70,5.377007752544732
71,10.196868346739526
72,13.721938727322243
